	FIMM.ID	DRUG.NAME	Mechanism.Targets	Putative.Target.Protein	Class.explained	High.phase.Approval.status	Res_code	Alias	Activity.modifier	Active_inactive.in.clinic	Solvent	High.conc.(nM)	InChI	ChEMBL.ID	Drug_class
FIMM133785...AR_42	FIMM133785	AR-42	HDAC inhibitor	HDAC1;HDAC2;HDAC3;HDAC8	E.Differentiating.epigenetic modifier	Investigational (Ph 1)	AR-42	OSU-HDAC42	NA	NA	DMSO	10000	LAMIXXKAWNLXOC-INIZCTEOSA-N	CHEMBL191482	Differentiating.epigenetic modifier
FIMM133786...Lonafarnib	FIMM133786	Lonafarnib	Farnesyl transferase inhibitor	FNTA	E.Differentiating.epigenetic modifier	Investigational (Ph 3)	SCH66336	Sarasar	NA	NA	DMSO	100000	DHMTURDWPRKSOA-RUZDIDTESA-N	CHEMBL298734	Differentiating.epigenetic modifier
FIMM133787...Alpelisib	FIMM133787	Alpelisib	PI3Kalpha selective inhibitor	PIK3CA	B.Kinase inhibitor	Investigational (Ph 2)	NVP-BYL719	BYL719	NA	NA	DMSO	2500	STUWGJZDJHPWGZ-LBPRGKRZSA-N	CHEMBL2396661	Kinase inhibitor
FIMM133788...Baricitinib	FIMM133788	Baricitinib	JAK inhibitor	JAK1;JAK2;JAK3;PTK2B	B.Kinase inhibitor	Approved (EU)	LY3009104	INCB28050	NA	NA	DMSO	2500	XUZMWHLSFXCVMG-UHFFFAOYSA-N	CHEMBL2105759	Kinase inhibitor
FIMM133789...BX_912	FIMM133789	BX-912	PDK1 inhibitor	PDK1	B.Kinase inhibitor	Probe	BX-912	NA	NA	Inactive	DMSO	10000	DMMILYKXNCVKOJ-UHFFFAOYSA-N	not in ChEMBL	Kinase inhibitor
FIMM133791...AZD_5363	FIMM133791	AZD-5363	AKT inhibitor	AKT1;AKT2;AKT3;ROCK2	B.Kinase inhibitor	Investigational (Ph 2)	AZD-5363	NA	NA	NA	DMSO	10000	JDUBGYFRJFOXQC-KRWDZBQOSA-N	CHEMBL2325741	Kinase inhibitor
FIMM133792...CUDC_305	FIMM133792	CUDC-305	HSP90 inhibitor	HSP90AA1	K.HSP inhibitor	Investigational (Ph 1)	CUDC-305	DEBIO-0932	NA	NA	DMSO	10000	RVJIQAYFTOPTKK-UHFFFAOYSA-N	CHEMBL2419346	HSP inhibitor
FIMM133793...Oprozomib	FIMM133793	Oprozomib	proteasome (20 S) inhibitor	PSMB5;PSMB8	L.Protease.proteasome inhibitor	Investigational (Ph 1)	ONX-0912	PR-047	Irreversible	NA	DMSO	2500	SWZXEVABPLUDIO-WSZYKNRRSA-N	CHEMBL2103884	Protease.proteasome inhibitor
FIMM133794...Fedratinib	FIMM133794	Fedratinib	JAK2-selective inhibitor	JAK2;JAK1;FLT3;RET	B.Kinase inhibitor	Investigational (Ph 2)	SAR302503	TG-101348	NA	Inactive	DMSO	10000	JOOXLOJCABQBSG-UHFFFAOYSA-N	CHEMBL1287853	Kinase inhibitor
FIMM133795...PF_03758309	FIMM133795	PF-03758309	PAK4 inhibitor	PAK4	B.Kinase inhibitor	Investigational (Ph 1)	PF-03758309	NA	NA	NA	DMSO	10000	AYCPARAPKDAOEN-LJQANCHMSA-N	CHEMBL3128043	Kinase inhibitor
FIMM133796...GSK_2334470	FIMM133796	GSK-2334470	PDK1 inhibitor	PDK1	B.Kinase inhibitor	Probe	GSK2334470	NA	NA	Inactive	DMSO	10000	QLPHOXTXAKOFMU-WBVHZDCISA-N	CHEMBL1765740	Kinase inhibitor
FIMM133797...Pomalidomide	FIMM133797	Pomalidomide	Immunomodulatory agent, anti-angiogenic	CRBN;PTGS2;TNF	D.Immunomodulatory	Approved	CC-4047	3-amino-thalidomide	NA	NA	DMSO	10000	UVSMNLNDYGZFPF-UHFFFAOYSA-N	CHEMBL43452	Immunomodulatory
FIMM133798...Bafetinib	FIMM133798	Bafetinib	ABL, Lyn inhibitor	ABL1;LYN	B.Kinase inhibitor	Investigational (Ph 2)	INNO-406	NS-187	NA	NA	DMSO	1000	ZOPBZHLJXQAQON-VWLOTQADSA-N	not in ChEMBL	Kinase inhibitor
FIMM133799...Orteronel	FIMM133799	Orteronel	CYP17A1, androgen synth inhibitor	CYP17A1	F.Hormone therapy	Investigational (Ph 3)	TAK-700	NA	NA	NA	DMSO	10000	OZPFIJIOIVJZMN-SFHVURJKSA-N	CHEMBL1921976	Hormone therapy
FIMM133802...EPZ_5687	FIMM133802	EPZ-5687	EZH2 inhibitor	EZH2	E.Differentiating.epigenetic modifier	Probe	EPZ-5687	NA	NA	Inactive	DMSO	10000	ZOIBZSZLMJDVDQ-UHFFFAOYSA-N	not in ChEMBL	Differentiating.epigenetic modifier
FIMM133803...LY_2874455	FIMM133803	LY-2874455	FGFR inhibitor	FGFR1;FGFR2;FGFR3	B.Kinase inhibitor	Investigational (Ph 1)	LY 2874455	NA	NA	Inactive	DMSO	1000	GKJCVYLDJWTWQU-CXLRFSCWSA-N	not in ChEMBL	Kinase inhibitor
FIMM133804...Apalutamide	FIMM133804	Apalutamide	AR antagonist	AR	F.Hormone therapy	Investigational (Ph 2)	ARN 509	NA	NA	NA	DMSO	10000	HJBWBFZLDZWPHF-UHFFFAOYSA-N	CHEMBL3183409	Hormone therapy
FIMM133805...Tideglusib	FIMM133805	Tideglusib	GSK3 inhibitor	GSK3B;GSK3A	B.Kinase inhibitor	Investigational (Ph 2)	NP031112	NA	NA	NA	DMSO	3000	PMJIHLSCWIDGMD-UHFFFAOYSA-N	not in ChEMBL	Kinase inhibitor
FIMM133806...SGI_1776	FIMM133806	SGI-1776	PIM kinase inhibitor	PIM1	B.Kinase inhibitor	Investigational (Ph 1)	SGI-1776	NA	NA	Inactive	DMSO	10000	MHXGEROHKGDZGO-UHFFFAOYSA-N	CHEMBL1952329	Kinase inhibitor
FIMM133807...Rigosertib	FIMM133807	Rigosertib	Ras-Raf interaction inhibitor, PLK1 Inhibitor, contaminated by microtubile depolymerizer	PLK1;SRC;FLT1;PDGFRB;ABL1	X.Other	Investigational (Ph 3)	ON-01910	NA	NA	NA	DMSO	10000	OWBFCJROIKNMGD-BQYQJAHWSA-M	not in ChEMBL	Other
FIMM133808...Milciclib	FIMM133808	Milciclib	CDK2 inhibitor	CDK2;CDK4;CDK5;CDK7;NTRK1	B.Kinase inhibitor	Investigational (Ph 2)	PHA-848125	NA	NA	NA	DMSO	10000	RXZMYLDMFYNEIM-UHFFFAOYSA-N	CHEMBL564829	Kinase inhibitor
FIMM133809...Lenvatinib	FIMM133809	Lenvatinib	VEGFR inhibitor	FLT1;KDR;FLT4;KIT;PDGFRA;PDGFRB;FGFR1;FGFR2;FGFR3;FGFR4;RET;KIT	B.Kinase inhibitor	Approved (US)	E7080	NA	NA	NA	DMSO	2500	WOSKHXYHFSIKNG-UHFFFAOYSA-N	CHEMBL1289601	Kinase inhibitor
FIMM133810...Duvelisib	FIMM133810	Duvelisib	PI3K inhibitor	PIK3CD	B.Kinase inhibitor	Investigational (Ph 3)	IPI-145	INK1197	NA	NA	DMSO	500	SJVQHLPISAIATJ-ZDUSSCGKSA-N	CHEMBL3039502	Kinase inhibitor
FIMM133811...Icotinib	FIMM133811	Icotinib	EGFR inhibitor	EGFR	B.Kinase inhibitor	Investigational (Ph 2)	BPI-2009H	NA	NA	NA	DMSO	10000	QQLKULDARVNMAL-UHFFFAOYSA-N	CHEMBL2087361	Kinase inhibitor
FIMM133812...Cilengitide	FIMM133812	Cilengitide	alphaVbeta3 integrin inhibitor	ITGAV	X.Other	Investigational (Ph 3)	EMD 121974	NSC 707544	NA	Inactive	DMSO	10000	AMLYAMJWYAIXIA-VWNVYAMZSA-N	CHEMBL429876	Other
FIMM133813...Apatinib	FIMM133813	Apatinib	VEGFR inhibitor	KDR;KIT;RET;SRC;PDGFRA	B.Kinase inhibitor	Investigational (Ph 3)	YN968D1	NA	NA	NA	DMSO	10000	WPEWQEMJFLWMLV-UHFFFAOYSA-N	CHEMBL3186534	Kinase inhibitor
FIMM133815...Amuvatinib	FIMM133815	Amuvatinib	Broad TK inhibitor	KIT;PDGFRA;FLT3	B.Kinase inhibitor	Investigational (Ph 2)	MP-470	NA	NA	Inactive	DMSO	10000	FOFDIMHVKGYHRU-UHFFFAOYSA-N	CHEMBL2103851	Kinase inhibitor
FIMM133816...SCH772984	FIMM133816	SCH772984	ERK1 and 2 inhibitor	MAPK3	B.Kinase inhibitor	Probe	SCH772984	NA	NA	Inactive	DMSO	10000	HDAJDNHIBCDLQF-RUZDIDTESA-N	not in ChEMBL	Kinase inhibitor
FIMM133819...Telatinib	FIMM133819	Telatinib	VEGFR, KIT, PDGFR inhibitor	KDR;FLT4;KIT;PDGFRA	B.Kinase inhibitor	Investigational (Ph 2)	BAY 57-9352	NA	NA	Inactive	DMSO	10000	QFCXANHHBCGMAS-UHFFFAOYSA-N	CHEMBL2079588	Kinase inhibitor
FIMM133820...Triciribine	FIMM133820	Triciribine	AKT inhibitor	AKT1;AKT2;AKT3	B.Kinase inhibitor	Investigational (Ph 2)	NSC 154020	Pentaazacentopthylene, Tricyclic nucleoside	NA	NA	DMSO	100000	HOGVTUZUJGHKPL-HTVVRFAVSA-N	CHEMBL331237	Kinase inhibitor
FIMM133821...Tozasertib	FIMM133821	Tozasertib	pan-Aurora inhibitor	AURKA;AURKB;AURKC;FLT3;ABL1	B.Kinase inhibitor	Investigational (Ph 2)	VX-680	MK-0457	NA	Inactive	DMSO	10000	GCIKSSRWRFVXBI-UHFFFAOYSA-N	CHEMBL572878	Kinase inhibitor
FIMM133822...Varlitinib	FIMM133822	Varlitinib	EGFR HER2 inhibitor	EGFR;ERBB2	B.Kinase inhibitor	Investigational (Ph 2)	ARRY-334543	NA	NA	NA	DMSO	10000	UWXSAYUXVSFDBQ-CYBMUJFWSA-N	CHEMBL2103842	Kinase inhibitor
FIMM133823...Golvatinib	FIMM133823	Golvatinib	MET, VEGFR2 inhibitor	KDR;MET	B.Kinase inhibitor	Investigational (Ph 2)	E7050	NA	NA	NA	DMSO	2500	UQRCJCNVNUFYDX-UHFFFAOYSA-N	CHEMBL3039525	Kinase inhibitor
FIMM133824...Copanlisib	FIMM133824	Copanlisib	PI3K alpha, delta selective inhibitor	PIK3CA;PIK3CB;PIK3CG;PIK3CD	B.Kinase inhibitor	Investigational (Ph 2)	BAY 80-6946	NA	NA	NA	DMSO	1000	PZBCKZWLPGJMAO-UHFFFAOYSA-N	CHEMBL3218576	Kinase inhibitor
FIMM133825...Sapitinib	FIMM133825	Sapitinib	Pan-HER inhibitor	EGFR;ERBB2;ERBB3	B.Kinase inhibitor	Investigational (Ph 2)	AZD-8931	NA	NA	NA	DMSO	1000	DFJSJLGUIXFDJP-UHFFFAOYSA-N	CHEMBL2408045	Kinase inhibitor
FIMM133827...AT7519	FIMM133827	AT7519	CDK1, 2, 4, 6 and 9 inhibitor	CDK1;CDK2;CDK5;CDK9;GSK3B	B.Kinase inhibitor	Investigational (Ph 1)	AT7519	NA	NA	NA	DMSO	10000	OVPNQJVDAFNBDN-UHFFFAOYSA-N	CHEMBL445813	Kinase inhibitor
FIMM133828...NVP_BGT226	FIMM133828	NVP-BGT226	PI3K, mTOR inhibitor	PIK3CA;PIK3CB;PIK3CG;MTOR	B.Kinase inhibitor	Investigational (Ph 2)	NVP-BGT226	BGT226	NA	inactive	DMSO	1000	BMMXYEBLEBULND-UHFFFAOYSA-N	CHEMBL3218578	Kinase inhibitor
FIMM133829...BMS_777607	FIMM133829	BMS-777607	MET, Axl, Ron and Tyro3 inhibitor	MST1R;AXL;MET;TYRO3;MERTK;AURKB	B.Kinase inhibitor	Investigational (Ph 2)	BMS 777607	NA	NA	NA	DMSO	2500	VNBRGSXVFBYQNN-UHFFFAOYSA-N	CHEMBL460702	Kinase inhibitor
FIMM133830...Abemaciclib	FIMM133830	Abemaciclib	CDK4, 6 inhibitor	CDK4;CDK6	B.Kinase inhibitor	Investigational (Ph 3)	LY2835219	NA	NA	NA	DMSO	2500	UZWDCWONPYILKI-UHFFFAOYSA-N	CHEMBL3301610	Kinase inhibitor
FIMM133831...Ceritinib	FIMM133831	Ceritinib	ALK inhibitor	ALK;IGF1R;INSR	B.Kinase inhibitor	Approved	NVP-LDK378	LDK378	NA	NA	DMSO	2500	VERWOWGGCGHDQE-UHFFFAOYSA-N	CHEMBL2403108	Kinase inhibitor
FIMM133834...Neflamapimod	FIMM133834	Neflamapimod	p38MAPK inhibitor	MAPK14	B.Kinase inhibitor	Investigational (Ph 2)	VX 745	NA	NA	NA	DMSO	10000	VEPKQEUBKLEPRA-UHFFFAOYSA-N	CHEMBL119385	Kinase inhibitor
FIMM133835...Tesevatinib	FIMM133835	Tesevatinib	EGFR, ERBB2, VEGFR, EPHB4	EGFR;EGF;ERBB2;KDR;FLT4;EPHB4	B.Kinase inhibitor	Investigational (Ph 2)	KD019	XL-647	NA	NA	DMSO	1000	HVXKQKFEHMGHSL-QDMKHBRRSA-N	not in ChEMBL	Kinase inhibitor
FIMM133837...Hydroxyfasudil	FIMM133837	Hydroxyfasudil	ROCK, PKA, PKG, PRK inhibitor	ROCK1;ROCK2;PRKACA;PKIA	B.Kinase inhibitor	(Approved Japan)	HA-1100	NA	Active metabolite of fasudil	NA	DMSO	19000	ZAVGJDAFCZAWSZ-UHFFFAOYSA-N	CHEMBL1233300	Kinase inhibitor
FIMM133838...Lucitanib	FIMM133838	Lucitanib	FGFR1, VEGFR inhibitor	FGFR1;FGFR2;FLT1;FLT4;KDR	B.Kinase inhibitor	Investigational (Ph 2)	E-3810	CO-3810, S 80881	NA	NA	DMSO	10000	CUDVHEFYRIWYQD-UHFFFAOYSA-N	CHEMBL2220486	Kinase inhibitor
FIMM133841...ENMD_2076	FIMM133841	ENMD-2076	pan-Aurora, VEGFR inhibitor	AURKA;FLT3;RET;FLT4;SRC;CSF1R;NTRK1;PDGFRA;BLK;KDR;YES1;FYN;AURKB;PTK2;FGFR2;FGFR1;JAK2;KIT;ABL1	B.Kinase inhibitor	Investigational (Ph 2)	ENMD-2076	NA	NA	NA	DMSO	10000	BLQYVHBZHAISJM-CMDGGOBGSA-N	CHEMBL482968	Kinase inhibitor
FIMM133843...PD0325901	FIMM133843	PD0325901	MEK1 and 2 inhibitor	MAP2K1	B.Kinase inhibitor	Investigational (Ph 2)	PD0325901	NA	NA	NA	DMSO	1000	SUDAHWBOROXANE-SECBINFHSA-N	CHEMBL507361	Kinase inhibitor
FIMM133844...PH_797804	FIMM133844	PH-797804	p38MAPK inhibitor	MAPK14	B.Kinase inhibitor	Investigational (Ph 2)	PH-797804	NA	NA	Inactive	DMSO	1000	KCAJXIDMCNPGHZ-UHFFFAOYSA-N	CHEMBL1088751	Kinase inhibitor
FIMM133846...TG100_115	FIMM133846	TG100-115	PI3K gamma, delta inhibitor	PIK3CG;PIK3CD	B.Kinase inhibitor	Investigational (Ph 2)	TG100-115	NA	NA	Inactive	DMSO	10000	UJIAQDJKSXQLIT-UHFFFAOYSA-N	CHEMBL230011	Kinase inhibitor
FIMM133849...Tucatinib	FIMM133849	Tucatinib	HER2 inhibitor	ERBB2	B.Kinase inhibitor	Investigational (Ph 1)	ONT-380	ARRY-380	NA	NA	DMSO	2500	QVMNYGOVNWWFKF-UHFFFAOYSA-N	not in ChEMBL	Kinase inhibitor
FIMM133850...GSK_1070916	FIMM133850	GSK-1070916	Aurora B, Aurora C inhibitor	AURKB;AURKC	B.Kinase inhibitor	Investigational (Ph 1)	GSK-1070916	NA	NA	Inactive	DMSO	1000	QTBWCSQGBMPECM-UHFFFAOYSA-N	CHEMBL1090479	Kinase inhibitor
FIMM133851...GSK_461364	FIMM133851	GSK-461364	PLK1 inhibitor	PLK1	B.Kinase inhibitor	Investigational (Ph 1)	GSK-461364	NA	NA	Inactive	DMSO	10000	ZHJGWYRLJUCMRT-QGZVFWFLSA-N	CHEMBL1908394	Kinase inhibitor
FIMM133852...Capmatinib	FIMM133852	Capmatinib	MET inhibitor	MET	B.Kinase inhibitor	Investigational (Ph 2)	NVP-INC280	INC280, INCB-28060	NA	NA	DMSO	1000	LIOLIMKSCNQPLV-UHFFFAOYSA-N	CHEMBL3188267	Kinase inhibitor
FIMM133854...Palomid_529	FIMM133854	Palomid-529	AKT, MTOR, PI3K inhibitor	PIK3CA;PIK3CB;PIK3CD;PIK3CG;AKT1;AKT2;AKT3;MTOR	B.Kinase inhibitor	Investigational (Ph 1)	Palomid-529	P529	NA	Inactive	DMSO	10000	YEAHTLOYHVWAKW-UHFFFAOYSA-N	CHEMBL2141712	Kinase inhibitor
FIMM133855...PF_00562271	FIMM133855	PF-00562271	FAK inhibitor	PTK2	B.Kinase inhibitor	Investigational (Ph 1)	PF-00562271	NA	NA	Inactive	DMSO	10000	MZDKLVOWGIOKTN-UHFFFAOYSA-N	CHEMBL1084546	Kinase inhibitor
FIMM133857...Gedatolisib	FIMM133857	Gedatolisib	PI3K, mTOR inhibitor	PIK3CA;PIK3CG;MTOR	B.Kinase inhibitor	Investigational (Ph 2))	PF-05212384	PKI-587	NA	NA	DMSO	1000	DWZAEMINVBZMHQ-UHFFFAOYSA-N	CHEMBL592445	Kinase inhibitor
FIMM133859...TAK_285	FIMM133859	TAK-285	HER2 inhibitor	ERBB2	B.Kinase inhibitor	Investigational (Ph 1)	TAK-285	NA	NA	NA	DMSO	2500	ZYQXEVJIFYIBHZ-UHFFFAOYSA-N	CHEMBL1614725	Kinase inhibitor
FIMM133860...Agerafenib_CEP_32496	FIMM133860	Agerafenib_CEP_32496	BRAF(V600E) inhibitor	BRAF;RAF1;KIT;RET;LCK;ABL1;PDGFRB;CSF1R;MET;EGFR;KDR;EPHA2	B.Kinase inhibitor	Investigational (Ph 2)	CEP-32496	NA	NA	NA	DMSO	10000	DKNUPRMJNUQNHR-UHFFFAOYSA-N	CHEMBL2029988	Kinase inhibitor
FIMM133862...IOX_1	FIMM133862	IOX-1	2-Oxoglutarate Oxygenase Inhibitor	KDM3A;KDM4C;KDM6B;KDM2A;KDM4E;KDM5C;EGLN1	E.Differentiating.epigenetic modifier	Probe	IOX-1	NA	NA	Inactive	DMSO	100000	JGRPKOGHYBAVMW-UHFFFAOYSA-N	CHEMBL1230640	Differentiating.epigenetic modifier
FIMM133870...AZD_6482	FIMM133870	AZD-6482	PI3K beta selective inhibitor	PIK3CB	B.Kinase inhibitor	Investigational (Ph 1)	AZD-6482	NA	NA	Inactive	DMSO	2500	IRTDIKMSKMREGO-OAHLLOKOSA-N	CHEMBL2165191	Kinase inhibitor
FIMM133876...GSK_690693	FIMM133876	GSK-690693	AKT, PKA, PKC inhibitor	AKT1;AKT2;AKT3;PRKCE;PRKCB;PRKCD;PRKCH;PRKCQ;PRKX;PRKG1	B.Kinase inhibitor	Investigational (Ph 1)	GSK-690693	NA	NA	Inactive	DMSO	10000	KGPGFQWBCSZGEL-ZDUSSCGKSA-N	CHEMBL494089	Kinase inhibitor
FIMM133877...OSU_03012	FIMM133877	OSU-03012	PDPK1 inhibitor	PDPK1	B.Kinase inhibitor	Investigational (Ph 1)	OSU-03012	AR-12	NA	Inactive	DMSO	25000	YULUCECVQOCQFQ-UHFFFAOYSA-N	CHEMBL1650595	Kinase inhibitor
FIMM133878...NVP_AEW541	FIMM133878	NVP-AEW541	IGF1R inhibitor	IGF1R	B.Kinase inhibitor	Investigational (Ph 1)	NVP-AEW541	AEW541	NA	Inactive	DMSO	10000	AECDBHGVIIRMOI-GRGXKFILSA-N	CHEMBL1614712	Kinase inhibitor
FIMM133880...AZD_1080	FIMM133880	AZD-1080	GSK3 inhibitor	GSK3B;GSK3A	B.Kinase inhibitor	Investigational (Ph 1)	AZD-1080	AZ-11548415	NA	Inactive	DMSO	10000	BLTVBQXJFVRPFK-UHFFFAOYSA-N	CHEMBL1969664	Kinase inhibitor
FIMM133882...MK_8776	FIMM133882	MK-8776	CHEK1 inhibitor	CHEK1	B.Kinase inhibitor	Investigational (Ph 1)	MK-8776	SCH-900776	NA	Inactive	DMSO	2500	GMIZZEXBPRLVIV-SECBINFHSA-N	CHEMBL2386889	Kinase inhibitor
FIMM133885...AZD_5438	FIMM133885	AZD-5438	CDK1, 2, 9 inhibitor	CDK1;CDK2;CDK9	B.Kinase inhibitor	Investigational (Ph 1)	AZD-5438	NA	NA	Inactive	DMSO	10000	WJRRGYBTGDJBFX-UHFFFAOYSA-N	CHEMBL488436	Kinase inhibitor
FIMM133886...Silmitasertib	FIMM133886	Silmitasertib	CSNK2A1 inhibitor	CSNK2A1	B.Kinase inhibitor	Investigational (Ph 2)	CX-4945	NA	NA	NA	DMSO	10000	MUOKSQABCJCOPU-UHFFFAOYSA-N	CHEMBL1230165	Kinase inhibitor
FIMM133887...Mubritinib	FIMM133887	Mubritinib	HER2 inhibitor	ERBB2	B.Kinase inhibitor	Investigational (Ph 1)	TAK-165	NA	NA	Inactive	DMSO	1000	ZTFBIUXIQYRUNT-MDWZMJQESA-N	CHEMBL1614707	Kinase inhibitor
FIMM133888...AZD_8186	FIMM133888	AZD-8186	PI3K beta inhibitor	PIK3CG	B.Kinase inhibitor	Investigational (Ph 1)	AZD-8186	NA	NA	NA	DMSO	1000	LMJFJIDLEAWOQJ-CQSZACIVSA-N	not in ChEMBL	Kinase inhibitor
FIMM133889...GDC_0623	FIMM133889	GDC-0623	MEK1 and 2 inhibitor	MAP2K1	B.Kinase inhibitor	Investigational (Ph 2)	GDC-0623	NA	NA	Inactive	DMSO	2500	RFWVETIZUQEJEF-UHFFFAOYSA-N	not in ChEMBL	Kinase inhibitor
FIMM133890...Talmapimod	FIMM133890	Talmapimod	p38MAPK alpha selective inhibitor	MAPK14	B.Kinase inhibitor	Investigational (Ph 2)	SCIO-469	NA	NA	Inactive	DMSO	10000	ZMELOYOKMZBMRB-DLBZAZTESA-N	CHEMBL514201	Kinase inhibitor
FIMM133891...Birinapant	FIMM133891	Birinapant	IAPs, SMAC mimetic	XIAP;BIRC2;BIRC3	G.Apoptotic modulator	Investigational (Ph 2)	TL32711	NA	NA	NA	DMSO	1000	PKWRMUKBEYJEIX-DXXQBUJASA-N	CHEMBL3039522	Apoptotic modulator
FIMM133892...NVP_LCL161	FIMM133892	NVP-LCL161	IAPs, SMAC mimetic	XIAP;BIRC2	G.Apoptotic modulator	Investigational (Ph 2)	NVP-LCL161	LCL161	NA	NA	DMSO	25000	UFPFGVNKHCLJJO-SSKFGXFMSA-N	CHEMBL2431768	Apoptotic modulator
FIMM133893...Tazemetostat	FIMM133893	Tazemetostat	EZH2 inhibitor	EZH2	E.Differentiating.epigenetic modifier	Investigational (Ph 2)	E7438	EPZ-6438	NA	NA	DMSO	10000	NSQSAUGJQHDYNO-UHFFFAOYSA-N	not in ChEMBL	Differentiating.epigenetic modifier
FIMM133896...Pinometostat	FIMM133896	Pinometostat	DOT1L inhibitor	DOT1L	E.Differentiating.epigenetic modifier	Investigational (Ph 1)	EPZ-5676	NA	NA	NA	DMSO	1000	LXFOLMYKSYSZQS-LURJZOHASA-N	not in ChEMBL	Differentiating.epigenetic modifier
FIMM133897...PHA_408	FIMM133897	PHA-408	IKK-2 inhibitor	IKBKB	B.Kinase inhibitor	Probe	PHA 408	NA	NA	Inactive	DMSO	10000	ZLEZHGHFWIHCGU-UHFFFAOYSA-N	CHEMBL592893	Kinase inhibitor
FIMM133898...PS_1145	FIMM133898	PS-1145	IKK-2 inhibitor	IKBKB	B.Kinase inhibitor	Probe	PS-1145	NA	NA	Inactive	DMSO	25000	JZRMBDHPALEPDM-UHFFFAOYSA-N	CHEMBL79004	Kinase inhibitor
FIMM133899...KU_60019	FIMM133899	KU-60019	ATM inhibitor	ATM	B.Kinase inhibitor	Probe	NA	NA	NA	Inactive	DMSO	25000	SCELLOWTHJGVIC-BGYRXZFFSA-N	CHEMBL2140173	Kinase inhibitor
FIMM133902...Selinexor	FIMM133902	Selinexor	XPO1 CRM1 inhibitor	XPO1	G.Apoptotic modulator	Investigational (Ph 2)	KPT-330	NA	NA	NA	DMSO	10000	DEVSOMFAQLZNKR-RJRFIUFISA-N	not in ChEMBL	Apoptotic modulator
FIMM133904...GSK2801	FIMM133904	GSK2801	BAZ2B and A bromodomain inhibitor	BAZ2B;BAZ2A	E.Differentiating.epigenetic modifier	Probe	GSK2801	NA	NA	Inactive	DMSO	10000	KHWCPNJRJCNVRI-UHFFFAOYSA-N	not in ChEMBL	Differentiating.epigenetic modifier
FIMM133905...SGC_CBP30	FIMM133905	SGC-CBP30	CREBBP, EP300 bromodomain inhibitor	CREBBP	E.Differentiating.epigenetic modifier	Probe	SGC-CBP30	NA	NA	Inactive	DMSO	25000	GEPYBHCJBORHCE-SFHVURJKSA-N	not in ChEMBL	Differentiating.epigenetic modifier
FIMM136357...TH588	FIMM136357	TH588	MTH1 inhibitor	NUDT1	H.Metabolic modifier	Probe	TH588	NA	NA	inactive	DMSO	25000	PNMYJIOQIAEYQL-UHFFFAOYSA-N	not in ChEMBL	Metabolic modifier
FIMM136365...VGX_1027	FIMM136365	VGX-1027	Nitric oxide-donating immunomodulator	TLR4;TLR2;TLR6;TNF	D.Immunomodulatory	Investigational (Ph 1)	VGX-1027	NA	NA	Inactive	DMSO	10000	MUFJHYRCIHHATF-UHFFFAOYSA-N	CHEMBL1320667	Immunomodulatory
FIMM136366...Birabresib	FIMM136366	Birabresib	BET family inhibitor	BRD2;BRD3;BRD4	E.Differentiating.epigenetic modifier	Investigational (Ph 2)	MK-8628	OTX015	NA	NA	DMSO	10000	GNMUEVRJHCWKTO-FQEVSTJZSA-N	not in ChEMBL	Differentiating.epigenetic modifier
FIMM136367...Encorafenib	FIMM136367	Encorafenib	BRAF(V600E) inhibitor	BRAF;RAF1	B.Kinase inhibitor	Investigational (Ph 2)	LGX818	NVP-LGX818	NA	NA	DMSO	1000	CMJCXYNUCSMDBY-ZDUSSCGKSA-N	CHEMBL3301612	Kinase inhibitor
FIMM136368...URB597	FIMM136368	URB597	FAAH inhibitor	FAAH	H.Metabolic modifier	Investigational (Ph 1)	URB597	NA	NA	NA	DMSO	1000	ROFVXGGUISEHAM-UHFFFAOYSA-N	CHEMBL184238	Metabolic modifier
FIMM136369...Fimepinostat_CUDC_907	FIMM136369	Fimepinostat_CUDC_907	HDAC1, 2, 3, 10  and 11, PI3Kalpha inhibitor	HDAC1;HDAC2;HDAC3;HDAC10;HDAC11;PIK3CA	E.Differentiating.epigenetic modifier	Investigational (Ph 2)	CUDC-907	NA	NA	NA	DMSO	10000	JOWXJLIFIIOYMS-UHFFFAOYSA-N	not in ChEMBL	Differentiating.epigenetic modifier
FIMM136370...MK_8745	FIMM136370	MK-8745	Aurora A inhibitor	AURKA	B.Kinase inhibitor	Probe	MK-8745	NA	NA	Inactive	DMSO	10000	YCRFPWKUUNKNDN-UHFFFAOYSA-N	not in ChEMBL	Kinase inhibitor
FIMM136371...GDC_0919	FIMM136371	GDC-0919	IDO inhibitor	IDO1	D.Immunomodulatory	Investigational (Ph 1)	GDC-0919	NLG919	NA	NA	DMSO	10000	YTRRAUACYORZLX-UHFFFAOYSA-N	not in ChEMBL	Immunomodulatory
FIMM136372...NVP_LGK974	FIMM136372	NVP-LGK974	PORCN inhibitor	PORCN	X.Other	Investigational (Ph 1)	NVP-LGK974	LGK974	NA	Inactive	DMSO	10000	XXYGTCZJJLTAGH-UHFFFAOYSA-N	CHEMBL3188386	Other
FIMM136373...ONX_0914	FIMM136373	ONX-0914	LMP7 (immunoproteasome)	PSMB8	L.Protease.proteasome inhibitor	Probe	ONX-0914	PR-957	NA	Inactive	DMSO	10000	WQAVPPWWLLVGFK-VTNASVEKSA-N	CHEMBL3237875	Protease.proteasome inhibitor
